#         100           1  0.279101223393218     
  5.7334069E-07  1.9036178E-02  1.9040314E-02  1.9040314E-02
  7.5792263E-07  2.4746651E-02  2.4752183E-02  2.4752183E-02
  1.0019290E-06  3.2174926E-02  3.2177541E-02  3.2177541E-02
  1.3244913E-06  4.1823789E-02  4.1830424E-02  4.1830424E-02
  1.7508995E-06  5.4376330E-02  5.4379050E-02  5.4379050E-02
  2.3145860E-06  7.0686154E-02  7.0692107E-02  7.0692115E-02
  3.0597466E-06  9.1893010E-02  9.1898881E-02  9.1898888E-02
  4.0448049E-06  0.1194661      0.1194674      0.1194674    
  5.3469944E-06  0.1553025      0.1553061      0.1553061    
  7.0684118E-06  0.2018955      0.2018958      0.2018959    
  9.3440240E-06  0.2624612      0.2624615      0.2624617    
  1.2352250E-05  0.3411935      0.3411955      0.3411958    
  1.6328948E-05  0.4435462      0.4435470      0.4435475    
  2.1585907E-05  0.5765953      0.5765986      0.5766000    
  2.8535300E-05  0.7495520      0.7495552      0.7495582    
  3.7721988E-05  0.9743736      0.9743763      0.9743831    
  4.9866248E-05   1.266592       1.266595       1.266610    
  6.5920241E-05   1.646371       1.646374       1.646406    
  8.7142682E-05   2.139849       2.139852       2.139922    
  1.1519749E-04   2.780858       2.780858       2.781006    
  1.5228431E-04   3.613033       3.613034       3.613339    
  2.0131090E-04   4.692393       4.692393       4.693007    
  2.6612115E-04   6.090230       6.090231       6.091413    
  3.5179651E-04   7.896068       7.896072       7.898221    
  4.6505430E-04   10.21992       10.21993       10.22351    
  6.1477441E-04   13.19238       13.19238       13.19753    
  8.1269559E-04   16.95989       16.95989       16.96527    
  1.0743358E-03   21.67140       21.67140       21.67153    
  1.4202086E-03   27.45106       27.45106       27.43157    
  1.8774322E-03   34.35237       34.35237       34.28336    
  2.4818548E-03   42.29199       42.29200       42.12193    
  3.2808660E-03   50.96901       50.96901       50.62366    
  4.3371120E-03   59.78413       59.78414       59.17492    
  5.7334066E-03   67.77110       67.77114       66.81895    
  7.5792260E-03   73.50970       73.50982       72.22346    
  1.0019291E-02   74.96544       74.96567       73.68191    
  1.3244913E-02   69.90350       69.90388       69.37264    
  1.7508995E-02   58.88978       58.89028       58.71414    
  2.3145862E-02   46.41748       46.41806       44.73022    
  3.0597467E-02   35.26306       35.26361       32.87057    
  4.0448051E-02   25.74179       25.74220       25.98826    
  5.3469941E-02   17.90839       17.90858       19.24005    
  7.0684113E-02   11.84797       11.84785       10.95783    
  9.3440242E-02   7.473748       7.473284       7.688439    
  0.1235225       4.517807       4.517053       4.544641    
  0.1632895       2.632702       2.631773       2.626725    
  0.2158591       1.487795       1.486819       1.477294    
  0.2853530      0.8197163      0.8187987      0.8177317    
  0.3772199      0.4422444      0.4414530      0.4430970    
  0.4986625      0.2344213      0.2337850      0.2359453    
  0.6592025      0.1223880      0.1219050      0.1235656    
  0.8714268      6.3047908E-02  6.2698312E-02  6.3747868E-02
   1.151975      3.2091558E-02  3.1848129E-02  3.2443941E-02
   1.522843      1.6158326E-02  1.5994117E-02  1.6310424E-02
   2.013109      8.0562979E-03  7.9484330E-03  8.1091588E-03
   2.661211      3.9813844E-03  3.9121434E-03  3.9915140E-03
   3.517965      1.9521089E-03  1.9085712E-03  1.9470581E-03
   4.650543      9.5047802E-04  9.2362094E-04  9.4207906E-04
   6.147744      4.5996447E-04  4.4369357E-04  4.5249081E-04
   8.126956      2.2141176E-04  2.1172230E-04  2.1590129E-04
   10.74336      1.0609391E-04  1.0041772E-04  1.0239951E-04
   14.20209      5.0638322E-05  4.7364814E-05  4.8303638E-05
   18.77432      2.4088960E-05  2.2229013E-05  2.2673328E-05
   24.81855      1.1426751E-05  1.0384787E-05  1.0594810E-05
   32.80866      5.4072420E-06  4.8312663E-06  4.9303835E-06
   43.37112      2.5534516E-06  2.2390511E-06  2.2857344E-06
   57.33406      1.2036467E-06  1.0340538E-06  1.0559899E-06
   75.79226      5.6647900E-07  4.7601384E-07  4.8629460E-07
   100.1929      2.6622686E-07  2.1847478E-07  2.2327963E-07
   132.4491      1.2495454E-07  9.9996441E-08  1.0223556E-07
   175.0900      5.8575409E-08  4.5651518E-08  4.6691927E-08
   231.4586      2.7425720E-08  2.0791722E-08  2.1273742E-08
   305.9747      1.2825808E-08  9.4484287E-09  9.6711092E-09
   404.4805      5.9908851E-09  4.2847463E-09  4.3873332E-09
   534.6994      2.7948979E-09  1.9392936E-09  1.9864277E-09
   706.8412      1.3022508E-09  8.7612556E-10  8.9772600E-10
   934.4024      6.0598188E-10  3.9513012E-10  4.0500484E-10
   1235.225      2.8160668E-10  1.7791296E-10  1.8241668E-10
   1632.895      1.3068541E-10  7.9984859E-11  8.2034400E-11
   2158.591      6.0561389E-11  3.5906788E-11  3.6837526E-11
   2853.530      2.8024321E-11  1.6097073E-11  1.6518899E-11
   3772.199      1.2948913E-11  7.2069135E-12  7.3977326E-12
   4986.625      5.9742250E-12  3.2226405E-12  3.3088059E-12
   6592.024      2.7521600E-12  1.4393309E-12  1.4781736E-12
   8714.269      1.2659200E-12  6.4212540E-13  6.5960746E-13
   11519.75      5.8140450E-13  2.8616207E-13  2.9401831E-13
   15228.43      2.6661933E-13  1.2739674E-13  1.3092214E-13
   20131.09      1.2208144E-13  5.6660192E-14  5.8240020E-14
   26612.12      5.5815907E-14  2.5176174E-14  2.5883216E-14
   35179.65      2.5481440E-14  1.1176619E-14  1.1492661E-14
   46505.43      1.1615990E-14  4.9574272E-15  5.0985285E-15
   61477.44      5.2876747E-15  2.1970631E-15  2.2599889E-15
   81269.55      2.4035894E-15  9.7293360E-16  1.0009662E-15
   107433.6      1.0910748E-15  4.3051847E-16  4.4299376E-16
   142020.9      4.9460636E-16  1.9036228E-16  1.9590872E-16
   187743.2      2.2391774E-16  8.4112866E-17  8.6576468E-17
   248185.5      1.0124042E-16  3.7140496E-17  3.8233793E-17
   328086.6      4.5716112E-17  1.6388805E-17  1.6873571E-17
   433711.2      2.0618057E-17  7.2272209E-18  7.4419885E-18
   573340.7      9.2875814E-18  3.1851462E-18  3.2802203E-18
