#         100           1  0.279101223393218     
  5.7334069E-07  4.2830452E-02  4.2839762E-02  4.2839762E-02
  7.5792263E-07  5.5678736E-02  5.5691183E-02  5.5691183E-02
  1.0019290E-06  7.2391987E-02  7.2397873E-02  7.2397873E-02
  1.3244913E-06  9.4101451E-02  9.4116375E-02  9.4116375E-02
  1.7508995E-06  0.1223440      0.1223502      0.1223502    
  2.3145860E-06  0.1590403      0.1590537      0.1590537    
  3.0597466E-06  0.2067547      0.2067679      0.2067679    
  4.0448049E-06  0.2687927      0.2687957      0.2687958    
  5.3469944E-06  0.3494228      0.3494310      0.3494310    
  7.0684118E-06  0.4542548      0.4542556      0.4542557    
  9.3440240E-06  0.5905247      0.5905254      0.5905257    
  1.2352250E-05  0.7676684      0.7676729      0.7676736    
  1.6328948E-05  0.9979569      0.9979586      0.9979600    
  2.1585907E-05   1.297311       1.297318       1.297321    
  2.8535300E-05   1.686455       1.686462       1.686469    
  3.7721988E-05   2.192292       2.192298       2.192313    
  4.9866248E-05   2.849770       2.849777       2.849810    
  6.5920241E-05   3.704254       3.704259       3.704332    
  8.7142682E-05   4.814554       4.814560       4.814718    
  1.1519749E-04   6.256792       6.256793       6.257125    
  1.5228431E-04   8.129145       8.129147       8.129834    
  2.0131090E-04   10.55765       10.55765       10.55903    
  2.6612115E-04   13.70272       13.70272       13.70538    
  3.5179651E-04   17.76576       17.76577       17.77061    
  4.6505430E-04   22.99432       22.99433       23.00239    
  6.1477441E-04   29.68219       29.68220       29.69379    
  8.1269559E-04   38.15891       38.15892       38.17102    
  1.0743358E-03   48.75957       48.75957       48.75986    
  1.4202086E-03   61.76351       61.76352       61.71968    
  1.8774322E-03   77.29112       77.29113       77.13587    
  2.4818548E-03   95.15488       95.15490       94.77225    
  3.2808660E-03   114.6777       114.6777       113.9007    
  4.3371120E-03   134.5113       134.5114       133.1406    
  5.7334066E-03   152.4815       152.4817       150.3393    
  7.5792260E-03   165.3929       165.3934       162.4992    
  1.0019291E-02   168.6679       168.6690       165.7806    
  1.3244913E-02   157.2783       157.2802       156.0850    
  1.7508995E-02   132.4977       132.5002       132.1039    
  2.3145862E-02   104.4354       104.4383       100.6408    
  3.0597467E-02   79.33858       79.34137       73.95716    
  4.0448051E-02   57.91661       57.91868       58.47229    
  5.3469941E-02   40.29245       40.29342       43.28916    
  7.0684113E-02   26.65768       26.65708       24.65457    
  9.3440242E-02   16.81687       16.81452       17.29860    
  0.1235225       10.16696       10.16315       10.22522    
  0.1632895       5.926057       5.921360       5.910001    
  0.2158591       3.350205       3.345270       3.323839    
